Marketing_ID,Drug_ID,Channel,Budget,ROI
M-7945,D-2726,Print Media,50143.59,6.34
M-7946,D-5592,Radio,11820.72,8.71
M-7947,D-305,TV,50733.77,5.3
M-7948,D-6772,Print Media,37645.09,1.61
M-7949,D-7744,Billboards,99243.48,1.56
M-7950,D-7160,Radio,68751.43,6.41
M-7951,D-5323,Online Ads,88443.86,8.31
M-7952,D-6094,Radio,80714.31,9.9
M-7953,D-862,Online Ads,29646.22,6.97
M-7954,D-3357,Billboards,1199.7,10.0
M-7955,D-3878,Radio,76696.59,9.85
M-7956,D-4612,TV,21852.71,8.63
M-7957,D-6665,Radio,8818.35,8.08
M-7958,D-4163,Radio,46891.77,9.87
M-7959,D-8516,Billboards,20636.0,3.93
M-7960,D-1923,Online Ads,3511.62,8.74
M-7961,D-9099,TV,11907.04,3.09
M-7962,D-3384,Online Ads,60632.24,7.7
M-7963,D-5162,TV,78726.76,5.74
M-7964,D-2226,TV,62803.42,1.0
M-7965,D-6419,TV,59028.16,6.51
M-7966,D-8135,Billboards,65691.96,2.31
M-7967,D-8581,TV,84211.85,8.59
M-7968,D-605,Radio,95862.31,7.28
M-7969,D-140,Online Ads,54768.61,1.61
M-7970,D-2469,Radio,4684.78,4.32
M-7971,D-354,TV,97696.61,3.32
M-7972,D-7077,TV,47098.65,7.28
M-7973,D-81,TV,22386.19,7.98
M-7974,D-2265,Online Ads,56868.73,4.15
M-7975,D-9573,TV,51768.73,2.62
M-7976,D-279,Online Ads,97277.55,3.03
M-7977,D-1535,Online Ads,46632.18,2.07
M-7978,D-5299,Billboards,21692.63,4.32
M-7979,D-8807,Print Media,84247.75,2.04
M-7980,D-8652,Billboards,48268.29,5.97
M-7981,D-2501,Billboards,39180.26,1.28
M-7982,D-9543,Online Ads,98521.22,1.83
M-7983,D-170,Billboards,33407.2,2.34
M-7984,D-3758,TV,15813.32,1.11
M-7985,D-8072,Radio,86809.11,5.77
M-7986,D-5031,Online Ads,25857.31,4.61
M-7987,D-9811,Print Media,61735.65,1.67
M-7988,D-4306,Print Media,17468.18,4.66
M-7989,D-849,Print Media,77798.5,4.66
M-7990,D-988,Online Ads,57637.63,4.93
M-7991,D-9135,Radio,5875.69,8.23
M-7992,D-2924,Radio,58924.57,3.53
M-7993,D-1523,Online Ads,98552.76,5.75
M-7994,D-5715,TV,82250.6,6.7
M-7995,D-1708,Radio,34863.71,7.08
M-7996,D-2772,Print Media,41751.64,7.66
M-7997,D-8146,Online Ads,45082.91,6.49
M-7998,D-2375,TV,96137.71,2.4
M-7999,D-6042,Online Ads,21527.52,4.59
M-8000,D-2309,Billboards,15550.49,6.78
M-8001,D-5707,Online Ads,71134.83,1.57
M-8002,D-3901,TV,58808.04,3.95
M-8003,D-4738,Radio,17746.85,5.59
M-8004,D-6908,Radio,38734.6,1.96
M-8005,D-8078,TV,79085.24,6.57
M-8006,D-3391,Print Media,28584.43,2.76
M-8007,D-3876,Billboards,90769.96,3.92
M-8008,D-9102,Billboards,60092.79,6.02
M-8009,D-4616,Online Ads,73975.21,3.02
M-8010,D-5277,Radio,76674.25,3.01
M-8011,D-5593,TV,12849.09,7.71
M-8012,D-9532,Radio,6339.98,8.81
M-8013,D-431,TV,50624.19,6.43
M-8014,D-5218,Billboards,72935.62,2.3
M-8015,D-8297,TV,71961.98,1.9
M-8016,D-2752,TV,44954.62,9.52
M-8017,D-9425,Billboards,86647.14,9.48
M-8018,D-2741,Online Ads,94294.81,4.33
M-8019,D-5092,Radio,21153.21,6.89
M-8020,D-1432,Billboards,54459.46,1.47
M-8021,D-8117,Radio,28930.23,2.22
M-8022,D-7141,Online Ads,61739.99,3.21
M-8023,D-4542,Radio,93755.41,3.62
M-8024,D-4382,TV,55866.89,7.1
M-8025,D-2382,Print Media,26917.34,7.77
M-8026,D-4977,TV,64408.91,6.4
M-8027,D-4145,Print Media,14794.7,4.08
M-8028,D-5393,Online Ads,27021.17,4.94
M-8029,D-5681,Billboards,5121.67,1.49
M-8030,D-9626,Online Ads,87067.18,6.57
M-8031,D-1909,Radio,39916.52,4.23
M-8032,D-222,Online Ads,59110.8,7.73
M-8033,D-3154,Radio,68965.47,7.93
M-8034,D-5169,Print Media,33045.79,8.72
M-8035,D-8768,Print Media,95897.38,1.04
M-8036,D-8367,Billboards,6783.04,9.13
M-8037,D-7160,Online Ads,66394.04,2.05
M-8038,D-4072,Billboards,79756.65,3.73
M-8039,D-1044,Online Ads,1192.07,5.01
M-8040,D-6143,Radio,83511.23,8.83
M-8041,D-880,Online Ads,34110.06,1.14
M-8042,D-6350,Billboards,52554.27,6.82
M-8043,D-2337,Billboards,12983.93,9.31
M-8044,D-7134,Radio,92814.99,3.23
M-8045,D-6707,Radio,15242.15,8.84
M-8046,D-6233,Print Media,57067.44,1.88
M-8047,D-3330,Billboards,93138.42,7.92
M-8048,D-8613,Print Media,12777.34,8.24
M-8049,D-2465,Online Ads,71199.8,2.72
M-8050,D-6352,Online Ads,58374.72,8.98
M-8051,D-1971,Radio,73865.56,1.21
M-8052,D-1867,Radio,56254.86,8.74
M-8053,D-7586,Print Media,31141.64,8.14
M-8054,D-2127,Print Media,90513.33,6.85
M-8055,D-2270,Billboards,54217.39,2.81
M-8056,D-1066,Billboards,33328.96,2.95
M-8057,D-8122,Print Media,80340.13,2.98
M-8058,D-9059,Online Ads,32540.89,8.74
M-8059,D-6240,Radio,40056.9,7.1
M-8060,D-3997,Radio,73064.82,2.19
M-8061,D-1894,Online Ads,45015.81,8.86
M-8062,D-1823,Radio,75500.5,2.46
M-8063,D-3829,Radio,95902.57,8.08
M-8064,D-787,TV,41505.86,1.85
M-8065,D-1074,Print Media,41032.93,8.07
M-8066,D-1905,Online Ads,39320.67,1.31
M-8067,D-2250,Online Ads,8491.31,3.17
M-8068,D-7113,Radio,43757.97,1.57
M-8069,D-813,Online Ads,34310.16,3.53
M-8070,D-3077,Radio,11219.26,3.51
M-8071,D-2978,Radio,19599.86,8.46
M-8072,D-2876,Billboards,33205.16,5.4
M-8073,D-580,TV,79022.89,8.5
M-8074,D-6525,Print Media,85860.81,9.7
M-8075,D-3317,TV,47589.99,8.28
M-8076,D-8819,Print Media,47081.37,7.27
M-8077,D-7479,Online Ads,3356.91,2.19
M-8078,D-3582,Billboards,63759.07,4.06
M-8079,D-7984,Online Ads,93290.64,6.6
M-8080,D-2300,TV,20022.56,2.55
M-8081,D-876,TV,60991.02,6.2
M-8082,D-5770,Radio,7588.54,3.3
M-8083,D-6814,Billboards,56528.03,6.61
M-8084,D-4879,Radio,66044.65,1.55
M-8085,D-8165,Billboards,47216.02,2.77
M-8086,D-5831,Radio,41471.81,7.38
M-8087,D-9689,Online Ads,36917.07,4.45
M-8088,D-2924,Print Media,62928.96,5.28
M-8089,D-3227,Print Media,13163.75,6.32
M-8090,D-1602,Radio,16104.62,4.42
M-8091,D-6954,Print Media,71636.98,5.81
M-8092,D-1180,Billboards,52835.47,8.05
M-8093,D-151,Online Ads,21557.26,4.29
M-8094,D-7541,Radio,53815.57,8.32
M-8095,D-6871,Print Media,38244.94,8.63
M-8096,D-9005,Online Ads,73856.19,7.33
M-8097,D-248,Radio,4501.49,4.3
M-8098,D-1486,Radio,71519.23,8.04
M-8099,D-2298,Radio,11484.75,4.64
M-8100,D-3096,TV,50316.96,2.63
M-8101,D-5507,Billboards,78195.23,8.65
M-8102,D-5696,Billboards,15173.73,6.28
M-8103,D-9912,Online Ads,28021.19,4.89
M-8104,D-2817,Billboards,23417.45,1.55
M-8105,D-6850,Radio,38079.45,1.8
M-8106,D-561,Radio,72716.63,8.16
M-8107,D-5170,Online Ads,70277.97,4.97
M-8108,D-1583,Online Ads,60749.21,3.65
M-8109,D-1844,Print Media,61205.55,2.96
M-8110,D-3678,Billboards,87576.74,2.03
M-8111,D-7822,Radio,4000.89,4.59
M-8112,D-3816,Billboards,42588.66,7.37
M-8113,D-1086,TV,77801.63,7.05
M-8114,D-7650,Billboards,73767.59,8.87
M-8115,D-7199,Billboards,54617.68,5.97
M-8116,D-621,Print Media,63883.77,9.31
M-8117,D-1106,Online Ads,70063.86,9.76
M-8118,D-5158,Billboards,67286.32,1.71
M-8119,D-7594,Radio,2616.13,8.68
M-8120,D-7870,Online Ads,54895.53,7.44
M-8121,D-2167,Online Ads,74740.18,8.89
M-8122,D-8839,Billboards,59560.77,7.6
M-8123,D-2838,Online Ads,92174.26,8.69
M-8124,D-7746,Online Ads,56714.98,4.0
M-8125,D-2441,Billboards,45008.56,8.89
M-8126,D-1622,Billboards,60860.14,8.35
M-8127,D-281,Billboards,88591.36,5.23
M-8128,D-5033,TV,74248.54,2.28
M-8129,D-9412,Billboards,41194.02,3.73
M-8130,D-2756,Online Ads,46161.35,9.78
M-8131,D-946,Online Ads,57537.32,5.11
M-8132,D-8732,TV,66975.49,9.19
M-8133,D-8625,Print Media,75054.49,9.53
M-8134,D-7031,Radio,5996.08,3.19
M-8135,D-1173,Print Media,62443.12,6.55
M-8136,D-5593,Billboards,4552.21,7.29
M-8137,D-9950,Online Ads,54951.4,4.17
M-8138,D-5305,Radio,58747.98,6.38
M-8139,D-1475,Online Ads,8974.85,8.69
M-8140,D-7363,TV,54508.89,1.73
M-8141,D-1257,Radio,3741.01,2.88
M-8142,D-8022,Online Ads,90568.95,1.75
M-8143,D-7249,TV,20158.63,5.86
M-8144,D-2028,TV,52411.84,8.19
M-8145,D-8203,Online Ads,49189.26,8.92
M-8146,D-1385,Online Ads,1134.66,9.84
M-8147,D-7050,Online Ads,57169.42,5.67
M-8148,D-4988,Radio,79882.93,7.35
M-8149,D-3946,Online Ads,21110.94,6.98
M-8150,D-5509,Billboards,29602.06,6.2
M-8151,D-9180,Billboards,50110.25,4.92
M-8152,D-9132,Print Media,9628.32,8.56
M-8153,D-9725,Online Ads,60517.93,1.27
M-8154,D-1631,Online Ads,90827.29,8.32
M-8155,D-1853,Print Media,18281.85,3.64
M-8156,D-8080,Billboards,89834.03,2.98
M-8157,D-5248,TV,54581.39,9.16
M-8158,D-8435,Online Ads,66183.18,5.78
M-8159,D-753,TV,37206.1,9.69
M-8160,D-2979,Print Media,32331.82,8.77
M-8161,D-7425,Online Ads,27523.36,6.66
M-8162,D-5053,Print Media,39495.21,3.62
M-8163,D-4296,Print Media,49511.64,1.55
M-8164,D-6687,Online Ads,1961.7,3.85
M-8165,D-8977,Online Ads,34059.08,2.81
M-8166,D-8892,Radio,54963.94,7.7
M-8167,D-2446,TV,75524.41,6.15
M-8168,D-612,Radio,3992.14,8.68
M-8169,D-5338,Radio,36412.23,3.99
M-8170,D-9508,Billboards,86691.01,5.62
M-8171,D-1009,Billboards,6293.91,9.57
M-8172,D-8158,Billboards,12148.06,2.94
M-8173,D-9136,Online Ads,20650.58,5.98
M-8174,D-3377,Online Ads,32521.56,3.42
M-8175,D-2834,Billboards,48141.62,6.38
M-8176,D-9342,Billboards,87382.62,2.95
M-8177,D-9599,Radio,88823.3,3.64
M-8178,D-4817,Print Media,24690.17,3.29
M-8179,D-3759,Print Media,97089.6,9.42
M-8180,D-4539,Online Ads,37226.32,1.08
M-8181,D-6935,TV,74254.18,4.02
M-8182,D-5560,Online Ads,12889.26,3.1
M-8183,D-1178,Online Ads,85476.26,4.92
M-8184,D-5447,Billboards,4043.16,6.12
M-8185,D-8676,Online Ads,93777.12,8.59
M-8186,D-3070,Billboards,94445.48,4.23
M-8187,D-3420,Print Media,33840.69,2.14
M-8188,D-7396,TV,88924.41,3.24
M-8189,D-2302,TV,93046.7,1.44
M-8190,D-7222,Print Media,92400.64,6.93
M-8191,D-1773,TV,36326.57,1.92
M-8192,D-3498,Online Ads,5272.26,9.51
M-8193,D-2814,Billboards,51947.29,9.04
M-8194,D-7201,Print Media,35705.81,5.46
M-8195,D-1492,TV,12339.31,7.67
M-8196,D-4185,Print Media,64745.63,8.33
M-8197,D-7212,Online Ads,48932.72,9.31
M-8198,D-7353,TV,43207.99,6.72
M-8199,D-8621,Radio,40210.09,5.27
M-8200,D-7671,Billboards,78622.07,6.44
M-8201,D-7703,Print Media,93868.15,9.07
M-8202,D-1937,Online Ads,16304.49,5.49
M-8203,D-955,Print Media,98628.29,3.07
M-8204,D-3951,Billboards,56449.8,3.33
M-8205,D-7625,Radio,24636.38,6.2
M-8206,D-5244,Billboards,6486.54,9.63
M-8207,D-1164,Print Media,45012.19,1.28
M-8208,D-6871,Billboards,2254.51,5.99
M-8209,D-9905,Online Ads,7299.65,6.77
M-8210,D-7096,Billboards,92960.2,5.54
M-8211,D-1656,Online Ads,95493.93,3.94
M-8212,D-9327,Online Ads,20592.2,8.5
M-8213,D-3800,Print Media,7323.01,7.57
M-8214,D-9162,Billboards,30152.56,4.68
M-8215,D-829,Online Ads,18740.31,2.79
M-8216,D-7427,Radio,42164.28,2.97
M-8217,D-9005,Print Media,35389.84,9.82
M-8218,D-3890,Print Media,84276.17,4.99
M-8219,D-7094,Print Media,17626.8,7.85
M-8220,D-4228,Print Media,53190.77,4.42
M-8221,D-6895,Print Media,80879.48,3.15
M-8222,D-1616,TV,27638.4,8.85
M-8223,D-2910,Print Media,93464.03,5.91
M-8224,D-9205,Print Media,51018.6,7.98
M-8225,D-1094,Print Media,57008.4,8.52
M-8226,D-7927,Online Ads,26002.98,1.81
M-8227,D-8352,Radio,91613.41,6.07
M-8228,D-5179,Billboards,68492.17,2.85
M-8229,D-9253,Radio,50830.35,2.09
M-8230,D-7380,TV,83198.27,2.05
M-8231,D-5771,TV,52230.75,4.07
M-8232,D-4158,TV,13580.29,8.85
M-8233,D-3338,Radio,33220.65,7.44
M-8234,D-4292,Online Ads,26189.97,1.22
M-8235,D-8360,Print Media,45327.2,3.73
M-8236,D-79,Print Media,31989.23,1.13
M-8237,D-2481,Billboards,66313.93,2.9
M-8238,D-9489,Billboards,76151.74,5.87
M-8239,D-1288,Radio,41947.49,4.95
M-8240,D-9206,Billboards,20150.98,9.69
M-8241,D-6678,Radio,8085.6,3.01
M-8242,D-4519,Print Media,82011.06,4.24
M-8243,D-5929,Radio,30553.88,7.13
M-8244,D-6873,Print Media,78028.61,4.96
M-8245,D-5866,TV,32530.77,4.72
M-8246,D-4643,TV,9871.95,8.71
M-8247,D-2306,TV,85986.92,9.87
M-8248,D-5383,Radio,44927.28,1.45
M-8249,D-2326,Billboards,79110.28,5.48
M-8250,D-6808,TV,18707.1,9.23
M-8251,D-8206,Online Ads,97690.21,2.57
M-8252,D-2918,TV,46131.16,5.59
M-8253,D-48,Online Ads,9034.56,8.15
M-8254,D-2487,Billboards,35686.24,1.04
M-8255,D-1562,Online Ads,80546.23,8.91
M-8256,D-9107,TV,96748.6,3.53
M-8257,D-7067,Online Ads,45593.52,7.28
M-8258,D-3926,Online Ads,71687.6,9.32
M-8259,D-499,Billboards,58194.41,2.67
M-8260,D-9435,Print Media,31203.06,7.9
M-8261,D-9591,Print Media,40135.56,6.05
M-8262,D-467,Radio,69312.63,6.41
M-8263,D-6554,Print Media,63202.63,4.51
M-8264,D-5892,TV,15278.4,9.78
M-8265,D-7866,Billboards,5284.24,8.34
M-8266,D-6257,TV,51680.45,1.46
M-8267,D-2470,Billboards,66700.47,2.82
M-8268,D-2625,TV,78125.8,4.96
M-8269,D-4223,Billboards,87363.58,7.54
M-8270,D-3396,Print Media,98180.8,4.02
M-8271,D-1055,Online Ads,40538.42,1.04
M-8272,D-4959,TV,21659.49,2.31
M-8273,D-7573,Online Ads,97392.21,7.29
M-8274,D-6288,TV,69305.64,5.85
M-8275,D-7156,Online Ads,96510.26,4.72
M-8276,D-8154,TV,50988.52,4.02
M-8277,D-170,Billboards,83467.5,1.4
M-8278,D-9920,TV,12055.03,2.91
M-8279,D-6542,Billboards,65020.58,7.65
M-8280,D-5544,TV,67610.86,4.45
M-8281,D-9593,Online Ads,10642.75,1.63
M-8282,D-7859,Radio,63455.81,1.09
M-8283,D-5721,Online Ads,78747.29,5.56
M-8284,D-8969,Online Ads,16248.66,4.66
M-8285,D-3884,Print Media,65304.54,4.83
M-8286,D-5647,Billboards,92719.57,9.84
M-8287,D-8488,Radio,14646.32,1.44
M-8288,D-7105,Billboards,84654.03,4.76
M-8289,D-8048,Radio,44476.04,2.08
M-8290,D-7899,Billboards,24190.31,5.76
M-8291,D-2739,Radio,62472.39,5.29
M-8292,D-9668,Online Ads,42546.51,8.17
M-8293,D-8160,Radio,87157.64,4.3
M-8294,D-4059,Online Ads,25931.82,8.29
M-8295,D-112,Billboards,54441.05,3.26
M-8296,D-9656,Radio,31669.18,4.54
M-8297,D-6725,Print Media,52130.51,5.79
M-8298,D-4748,TV,86326.47,6.58
M-8299,D-4554,Billboards,37542.58,6.95
M-8300,D-1787,Print Media,20165.29,5.68
M-8301,D-7583,Billboards,65449.07,4.89
M-8302,D-1889,Radio,51726.48,7.35
M-8303,D-4152,Print Media,75137.54,2.93
M-8304,D-6316,Online Ads,63851.06,4.47
M-8305,D-1161,Online Ads,72939.59,9.91
M-8306,D-8465,TV,44105.71,5.9
M-8307,D-5266,Online Ads,55102.58,9.9
M-8308,D-4530,TV,86969.12,8.36
M-8309,D-969,Print Media,81667.13,5.89
M-8310,D-5441,Print Media,91694.14,4.59
M-8311,D-4850,Online Ads,17530.25,9.82
M-8312,D-7122,Print Media,44646.86,5.5
M-8313,D-9618,Radio,67689.02,2.09
M-8314,D-1584,TV,42581.55,1.26
M-8315,D-1379,Billboards,76211.24,5.59
M-8316,D-8556,Radio,8206.2,9.37
M-8317,D-8886,Billboards,26966.81,3.07
M-8318,D-3695,Online Ads,12868.11,4.46
M-8319,D-2648,Online Ads,14210.14,8.15
M-8320,D-3895,Radio,93642.03,7.72
M-8321,D-7585,Online Ads,9592.23,5.14
M-8322,D-5416,Billboards,45942.08,8.39
M-8323,D-4177,TV,66118.27,2.76
M-8324,D-4859,Radio,62630.74,2.23
M-8325,D-8619,Billboards,29256.53,1.66
M-8326,D-4608,Print Media,88668.36,2.33
M-8327,D-825,Online Ads,63207.63,9.18
M-8328,D-5209,Billboards,59949.57,7.87
M-8329,D-8513,Billboards,32396.96,3.43
M-8330,D-6693,TV,75286.42,8.44
M-8331,D-5261,Online Ads,33350.77,3.15
M-8332,D-5894,Online Ads,6570.82,8.26
M-8333,D-8064,Radio,54716.85,5.47
M-8334,D-6110,Print Media,17187.59,4.44
M-8335,D-3532,TV,7094.21,2.4
M-8336,D-2853,Online Ads,18398.92,6.85
M-8337,D-8001,Print Media,77986.65,8.54
M-8338,D-2057,TV,56844.82,9.25
M-8339,D-5217,Radio,33376.97,1.87
M-8340,D-9073,Radio,68325.36,5.88
M-8341,D-8069,Radio,45376.5,3.33
M-8342,D-9343,Radio,73442.17,6.93
M-8343,D-5893,Print Media,14719.36,3.42
M-8344,D-7806,TV,44969.58,9.36
M-8345,D-2497,Billboards,6264.31,6.22
M-8346,D-424,Radio,37675.38,4.76
M-8347,D-4536,TV,37893.8,5.25
M-8348,D-5907,Print Media,10094.47,8.79
M-8349,D-2634,Print Media,27938.9,3.63
M-8350,D-2357,Online Ads,13220.94,1.25
M-8351,D-2638,Billboards,33982.49,6.07
M-8352,D-7742,Billboards,16248.28,3.82
M-8353,D-7554,Radio,47239.84,6.7
M-8354,D-4354,Billboards,28303.79,6.37
M-8355,D-8266,Online Ads,3253.0,4.48
M-8356,D-7652,Radio,76013.62,2.02
M-8357,D-5208,TV,11758.13,7.11
M-8358,D-9332,Online Ads,10220.23,8.76
M-8359,D-8202,Billboards,27913.95,2.26
M-8360,D-4495,Radio,62022.64,8.6
M-8361,D-4987,TV,84416.23,9.59
M-8362,D-2636,Radio,77156.41,4.27
M-8363,D-6844,Online Ads,34867.67,5.27
M-8364,D-6625,Billboards,93872.0,1.53
M-8365,D-4540,Radio,46246.48,9.26
M-8366,D-2611,TV,40491.08,9.38
M-8367,D-5353,Print Media,91734.76,4.73
M-8368,D-2199,Radio,36875.86,2.19
M-8369,D-1895,Billboards,36156.49,8.99
M-8370,D-4464,TV,59903.26,2.8
M-8371,D-5888,Print Media,55372.04,1.07
M-8372,D-4524,Radio,80795.62,2.63
M-8373,D-1058,Radio,72024.57,5.93
M-8374,D-3442,Print Media,16464.35,7.96
M-8375,D-9341,Online Ads,61614.75,9.4
M-8376,D-4406,Billboards,58993.67,4.04
M-8377,D-9168,TV,38106.08,3.71
M-8378,D-9398,Online Ads,5711.39,9.1
M-8379,D-6314,Print Media,79873.47,2.81
M-8380,D-8588,Radio,50705.57,7.8
M-8381,D-8218,Print Media,48723.98,4.57
M-8382,D-2458,Billboards,85125.41,1.38
M-8383,D-4862,TV,93453.91,8.7
M-8384,D-3877,Radio,3254.62,7.34
M-8385,D-6703,Radio,35797.61,8.12
M-8386,D-1574,Radio,96311.53,5.3
M-8387,D-779,Radio,63348.44,4.54
M-8388,D-7117,Billboards,96293.71,9.44
M-8389,D-4090,Online Ads,89669.55,4.79
M-8390,D-7651,Billboards,10626.05,9.32
M-8391,D-5204,Online Ads,54793.85,9.82
M-8392,D-8431,Billboards,46748.78,8.1
M-8393,D-8045,TV,74530.2,5.05
M-8394,D-3626,TV,34444.86,6.57
M-8395,D-8940,Online Ads,58604.58,3.99
M-8396,D-6397,TV,14467.35,5.22
M-8397,D-3597,Radio,41395.25,3.91
M-8398,D-8864,TV,75161.18,9.55
M-8399,D-2380,Online Ads,15458.28,6.71
M-8400,D-5978,Online Ads,72563.76,2.57
M-8401,D-9121,Billboards,18853.97,4.04
M-8402,D-3070,Billboards,74492.61,8.19
M-8403,D-6255,Billboards,66230.22,1.94
M-8404,D-1713,Online Ads,29750.67,5.06
M-8405,D-6793,TV,35335.98,2.46
M-8406,D-8887,TV,2958.8,4.51
M-8407,D-7687,Radio,38871.15,6.48
M-8408,D-4383,Radio,3857.33,9.33
M-8409,D-8468,Radio,28953.75,1.1
M-8410,D-9503,Print Media,83054.4,2.66
M-8411,D-7975,Billboards,70588.4,7.64
M-8412,D-5899,Online Ads,36045.13,4.0
M-8413,D-7232,TV,4868.58,1.46
M-8414,D-3861,TV,32192.06,2.47
M-8415,D-1828,Billboards,87820.26,2.9
M-8416,D-2140,Radio,3724.55,1.8
M-8417,D-3190,Online Ads,99992.12,4.81
M-8418,D-3197,Online Ads,63194.1,9.22
M-8419,D-9086,Print Media,21571.32,8.55
M-8420,D-4597,TV,54926.92,4.59
M-8421,D-4008,Radio,30381.31,3.61
M-8422,D-8143,Radio,46437.48,2.75
M-8423,D-8133,Billboards,61656.15,5.29
M-8424,D-4609,TV,31148.56,9.03
M-8425,D-9261,Billboards,7796.99,6.78
M-8426,D-4656,Billboards,76733.54,5.11
M-8427,D-9977,Radio,20231.83,2.21
M-8428,D-517,TV,18388.88,8.12
M-8429,D-6376,Online Ads,38037.05,3.77
M-8430,D-8644,Print Media,91926.0,7.98
M-8431,D-5032,TV,15010.57,5.5
M-8432,D-9822,TV,80064.29,6.8
M-8433,D-2796,TV,85517.83,3.35
M-8434,D-1054,Online Ads,82520.99,4.72
M-8435,D-462,Radio,74328.49,5.76
M-8436,D-1390,Online Ads,44202.69,8.78
M-8437,D-6123,Online Ads,56121.36,5.01
M-8438,D-7789,Billboards,69740.01,6.19
M-8439,D-6787,Billboards,46038.33,2.94
M-8440,D-3874,Print Media,31995.51,2.06
M-8441,D-3827,Billboards,4935.18,9.18
M-8442,D-3400,TV,74682.2,3.69
M-8443,D-7733,TV,55093.43,7.18
M-8444,D-2852,Radio,6570.34,9.36
M-8445,D-8800,Billboards,47671.22,8.14
M-8446,D-5998,TV,72915.44,7.36
M-8447,D-3759,Online Ads,72211.14,5.99
M-8448,D-6039,Radio,61363.52,8.86
M-8449,D-8108,TV,7152.14,8.56
M-8450,D-6865,Print Media,55730.23,8.06
M-8451,D-9059,TV,45484.9,5.05
M-8452,D-8499,Billboards,53703.89,4.26
M-8453,D-3010,Print Media,37674.22,6.61
M-8454,D-5334,Radio,78379.85,3.13
M-8455,D-5688,Print Media,19590.43,7.65
M-8456,D-9116,Online Ads,1749.17,4.01
M-8457,D-7427,Online Ads,37380.8,7.53
M-8458,D-9366,TV,59904.29,3.42
M-8459,D-9801,Billboards,37197.2,4.26
M-8460,D-807,Print Media,2165.44,9.55
M-8461,D-6112,TV,61551.46,7.55
M-8462,D-7650,Radio,32335.97,1.86
M-8463,D-7910,Online Ads,13055.37,9.27
M-8464,D-9813,Billboards,6758.88,8.96
M-8465,D-3836,Print Media,65599.49,3.33
M-8466,D-544,Online Ads,16333.49,5.89
M-8467,D-7875,Billboards,69456.7,1.95
M-8468,D-6582,Print Media,15982.59,3.35
M-8469,D-644,Radio,31035.39,1.29
M-8470,D-2224,Online Ads,90215.87,3.74
M-8471,D-9241,TV,62325.41,8.21
M-8472,D-5288,TV,79043.56,6.01
M-8473,D-2392,Radio,93368.08,7.85
M-8474,D-7571,Billboards,31341.39,7.12
M-8475,D-5611,Billboards,9533.38,1.98
M-8476,D-448,Print Media,36827.05,7.46
M-8477,D-2344,Print Media,13830.94,7.82
M-8478,D-314,Print Media,27776.52,4.99
M-8479,D-1643,Online Ads,40427.88,9.61
M-8480,D-7110,Radio,66240.66,3.09
M-8481,D-1245,Billboards,3612.57,4.22
M-8482,D-657,Online Ads,95522.69,7.97
M-8483,D-6368,TV,6388.91,9.9
M-8484,D-9569,Radio,81643.95,6.69
M-8485,D-522,TV,79355.03,6.01
M-8486,D-7804,TV,84691.82,3.53
M-8487,D-1380,Online Ads,46261.11,2.12
M-8488,D-5449,Radio,77982.13,5.17
M-8489,D-9591,TV,44777.02,5.1
M-8490,D-5484,TV,39031.98,9.02
M-8491,D-5060,Radio,30163.13,5.45
M-8492,D-1247,Print Media,15969.8,6.73
M-8493,D-2669,Billboards,83546.58,2.28
M-8494,D-9006,TV,36724.66,2.32
M-8495,D-5913,TV,42618.42,3.1
M-8496,D-6862,Billboards,90739.68,5.68
M-8497,D-6690,Billboards,80257.09,8.25
M-8498,D-7356,Radio,71463.85,1.5
M-8499,D-6693,Online Ads,14757.52,7.12
M-8500,D-8119,Billboards,40975.0,3.74
M-8501,D-2414,TV,43906.91,3.27
M-8502,D-625,Radio,52426.11,9.98
M-8503,D-2732,Print Media,70051.97,1.41
M-8504,D-3015,Billboards,58943.86,5.26
M-8505,D-7031,TV,49526.8,9.74
M-8506,D-6135,Billboards,61810.31,7.0
M-8507,D-9876,Print Media,58420.62,2.66
M-8508,D-6715,Radio,86867.97,4.97
M-8509,D-7306,TV,39168.88,5.25
M-8510,D-595,Billboards,22421.4,7.06
M-8511,D-1857,Print Media,55210.74,1.48
M-8512,D-6285,Print Media,60590.5,2.46
M-8513,D-2075,Print Media,73890.97,8.68
M-8514,D-4515,Billboards,71844.34,3.09
M-8515,D-3305,Billboards,54803.44,5.64
M-8516,D-7802,Print Media,41831.15,6.58
M-8517,D-6681,Print Media,92215.82,7.3
M-8518,D-698,Billboards,32552.78,6.49
M-8519,D-5463,TV,17474.3,6.76
M-8520,D-635,Print Media,26009.27,6.26
M-8521,D-2190,TV,46201.65,8.46
M-8522,D-4614,Billboards,33730.58,2.09
M-8523,D-4622,TV,84923.39,1.84
M-8524,D-7058,TV,78441.51,8.82
M-8525,D-3455,TV,58882.64,1.36
M-8526,D-3851,Online Ads,88975.23,3.67
M-8527,D-6951,Billboards,65816.39,7.94
M-8528,D-6470,Billboards,82641.41,8.84
M-8529,D-9205,Billboards,91462.11,8.54
M-8530,D-7916,Billboards,2522.27,1.2
M-8531,D-9819,Billboards,2333.05,7.72
M-8532,D-4369,TV,34615.65,9.88
M-8533,D-6119,Billboards,11784.53,8.95
M-8534,D-7709,TV,82512.49,1.99
M-8535,D-5240,Billboards,5355.75,8.72
M-8536,D-5066,TV,20360.32,5.47
M-8537,D-3928,Online Ads,36407.52,7.36
